0.000000 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879 0.367879
0.010000 1.340029 1.333924 1.315700 1.285635 1.244184 1.191977 1.129804 1.058608 0.979467 0.893575 0.802230 0.706807 0.608743 0.509506 0.410583 0.313446 0.219538 0.130245 0.046876 0.029355 0.097351 0.156148 0.204928 0.243033 0.269975 0.285444 0.289309 0.281625 0.262625 0.232723 0.192502 0.142706 0.084228 0.018094 0.054549 0.132459 0.214311 0.298724 0.384283 0.469555 0.553122 0.633594 0.709639 0.779999 0.843513 0.899133 0.945943 0.983174 1.010214 1.026617 1.032115 1.026617 1.010214 0.983174 0.945943 0.899133 0.843513 0.779999 0.709639 0.633594 0.553122 0.469555 0.384283 0.298724 0.214311 0.132459 0.054549 0.018094 0.084228 0.142706 0.192502 0.232723 0.262625 0.281625 0.289309 0.285444 0.269975 0.243033 0.204928 0.156148 0.097351 0.029355 0.046876 0.130245 0.219538 0.313446 0.410583 0.509506 0.608743 0.706807 0.802230 0.893575 0.979467 1.058608 1.129804 1.191977 1.244184 1.285635 1.315700 1.333924
0.020000 2.650333 2.616749 2.517659 2.357958 2.145486 1.890581 1.605474 1.303597 0.998813 0.704638 0.433485 0.195994 0.000465 0.147548 0.245477 0.293798 0.295894 0.257751 0.187487 0.094769 0.009863 0.115717 0.212660 0.291792 0.346015 0.370494 0.362946 0.323770 0.255991 0.165036 0.058341 0.055165 0.165684 0.263224 0.338295 0.382574 0.389498 0.354739 0.276548 0.155925 0.003380 0.195048 0.410535 0.639561 0.870711 1.092118 1.292172 1.460225 1.587235 1.666317 1.693167 1.666317 1.587235 1.460225 1.292172 1.092118 0.870711 0.639561 0.410535 0.195048 0.003380 0.155925 0.276548 0.354739 0.389498 0.382574 0.338295 0.263224 0.165684 0.055165 0.058341 0.165036 0.255991 0.323770 0.362946 0.370494 0.346015 0.291792 0.212660 0.115717 0.009863 0.094769 0.187487 0.257751 0.295894 0.293798 0.245477 0.147548 0.000465 0.195994 0.433485 0.704638 0.998813 1.303597 1.605474 1.890581 2.145486 2.357958 2.517659 2.616749
0.030000 4.281278 4.178627 3.880785 3.416879 2.831568 2.179747 1.520123 0.908478 0.391487 0.001849 0.244667 0.349949 0.332018 0.221518 0.056773 0.121891 0.277763 0.382532 0.419616 0.385642 0.289923 0.152084 0.001730 0.143488 0.248018 0.297151 0.282653 0.207513 0.085413 0.061522 0.206359 0.321799 0.384760 0.380408 0.304985 0.167012 0.013369 0.206849 0.378892 0.494611 0.523901 0.446097 0.253474 0.046930 0.433468 0.872037 1.319977 1.731210 2.061948 2.276204 2.350364 2.276204 2.061948 1.731210 1.319977 0.872037 0.433468 0.046930 0.253474 0.446097 0.523901 0.494611 0.378892 0.206849 0.013369 0.167012 0.304985 0.380408 0.384760 0.321799 0.206359 0.061522 0.085413 0.207513 0.282653 0.297151 0.248018 0.143488 0.001730 0.152084 0.289923 0.385642 0.419616 0.382532 0.277763 0.121891 0.056773 0.221518 0.332018 0.349949 0.244667 0.001849 0.391487 0.908478 1.520123 2.179747 2.831568 3.416879 3.880785 4.178627
0.040000 6.155998 5.918137 5.242869 4.237497 3.057050 1.874051 0.845867 0.086589 0.350785 0.478525 0.364523 0.111725 0.168123 0.380159 0.465723 0.411301 0.245778 0.027543 0.174643 0.301782 0.320580 0.231328 0.066087 0.121857 0.274069 0.344009 0.310344 0.182930 0.000115 0.183391 0.310223 0.339287 0.257242 0.083773 0.132569 0.326922 0.435940 0.416324 0.259085 0.004451 0.306941 0.559062 0.670259 0.571344 0.233437 0.321543 1.021746 1.757868 2.404704 2.847065 3.004188 2.847065 2.404704 1.757868 1.021746 0.321543 0.233437 0.571344 0.670259 0.559062 0.306941 0.004451 0.259085 0.416324 0.435940 0.326922 0.132569 0.083773 0.257242 0.339287 0.310223 0.183391 0.000115 0.182930 0.310344 0.344009 0.274069 0.121857 0.066087 0.231328 0.320580 0.301782 0.174643 0.027543 0.245778 0.411301 0.465723 0.380159 0.168123 0.111725 0.364523 0.478525 0.350785 0.086589 0.845867 1.874051 3.057050 4.237497 5.242869 5.918137
0.050000 8.146048 7.679528 6.390392 4.577264 2.639750 0.964997 0.175681 0.688330 0.659316 0.303122 0.123532 0.409979 0.452599 0.270646 0.023651 0.284883 0.398892 0.327047 0.115246 0.132688 0.303680 0.324707 0.192396 0.028427 0.235316 0.334059 0.280008 0.097380 0.131469 0.302146 0.334316 0.208125 0.024926 0.262017 0.392425 0.346651 0.130500 0.171314 0.425576 0.504659 0.343664 0.022581 0.459287 0.771451 0.771409 0.350620 0.470874 1.536961 2.595110 3.371427 3.656298 3.371427 2.595110 1.536961 0.470874 0.350620 0.771409 0.771451 0.459287 0.022581 0.343664 0.504659 0.425576 0.171314 0.130500 0.346651 0.392425 0.262017 0.024926 0.208125 0.334316 0.302146 0.131469 0.097380 0.280008 0.334059 0.235316 0.028427 0.192396 0.324707 0.303680 0.132688 0.115246 0.327047 0.398892 0.284883 0.023651 0.270646 0.452599 0.409979 0.123532 0.303122 0.659316 0.688330 0.175681 0.964997 2.639750 4.577264 6.390392 7.679528
0.060000 9.652031 8.958208 7.073677 4.520531 1.968786 0.240849 1.114415 1.268651 0.817769 0.275513 0.456938 0.549164 0.307942 0.108576 0.436234 0.530919 0.365868 0.120294 0.301646 0.411616 0.299664 0.040350 0.246702 0.383279 0.314645 0.099523 0.212535 0.369429 0.333732 0.120078 0.162688 0.356895 0.356863 0.156236 0.160005 0.400844 0.442161 0.239954 0.118712 0.447466 0.555666 0.343918 0.129941 0.644954 0.913747 0.692125 0.098500 1.315691 2.630420 3.639963 4.018097 3.639963 2.630420 1.315691 0.098500 0.692125 0.913747 0.644954 0.129941 0.343918 0.555666 0.447466 0.118712 0.239954 0.442161 0.400844 0.160005 0.156236 0.356863 0.356895 0.162688 0.120078 0.333732 0.369429 0.212535 0.099523 0.314645 0.383279 0.246702 0.040350 0.299664 0.411616 0.301646 0.120294 0.365868 0.530919 0.436234 0.108576 0.307942 0.549164 0.456938 0.275513 0.817769 1.268651 1.114415 0.240849 1.968786 4.520531 7.073677 8.958208
0.070000 10.805478 9.839013 7.265213 3.928053 0.877945 1.265072 1.958984 1.585700 0.833102 0.700101 0.813200 0.514001 0.098612 0.505635 0.609170 0.383638 0.293267 0.530049 0.541025 0.281214 0.158409 0.387707 0.373863 0.148450 0.268134 0.457059 0.399918 0.149847 0.240946 0.399181 0.306240 0.052995 0.320402 0.454841 0.314697 0.093319 0.391220 0.499287 0.288423 0.142373 0.526865 0.604185 0.264667 0.360794 0.898830 0.954494 0.284968 1.037142 2.617854 3.895832 4.385466 3.895832 2.617854 1.037142 0.284968 0.954494 0.898830 0.360794 0.264667 0.604185 0.526865 0.142373 0.288423 0.499287 0.391220 0.093319 0.314697 0.454841 0.320402 0.052995 0.306240 0.399181 0.240946 0.149847 0.399918 0.457059 0.268134 0.148450 0.373863 0.387707 0.158409 0.281214 0.541025 0.530049 0.293267 0.383638 0.609170 0.505635 0.098612 0.514001 0.813200 0.700101 0.833102 1.585700 1.958984 1.265072 0.877945 3.928053 7.265213 9.839013
0.080000 11.503153 10.237634 6.940927 2.873055 0.555594 2.360392 2.466646 1.593156 1.061540 1.183287 0.895184 0.268631 0.511464 0.665235 0.405119 0.440889 0.711915 0.630629 0.298813 0.374297 0.503698 0.308460 0.186519 0.462513 0.467974 0.230307 0.327385 0.495378 0.363908 0.109043 0.364426 0.423765 0.185770 0.269039 0.508182 0.419908 0.107452 0.406506 0.537250 0.266140 0.260161 0.653825 0.594304 0.072446 0.725969 1.100917 0.643416 0.718004 2.558207 4.133970 4.752683 4.133970 2.558207 0.718004 0.643416 1.100917 0.725969 0.072446 0.594304 0.653825 0.260161 0.266140 0.537250 0.406506 0.107452 0.419908 0.508182 0.269039 0.185770 0.423765 0.364426 0.109043 0.363908 0.495378 0.327385 0.230307 0.467974 0.462513 0.186519 0.308460 0.503698 0.374297 0.298813 0.630629 0.711915 0.440889 0.405119 0.665235 0.511464 0.268631 0.895184 1.183287 1.061540 1.593156 2.466646 2.360392 0.555594 2.873055 6.940927 10.237634
0.090000 11.729140 10.169023 6.207671 1.626659 1.888733 3.126232 2.513037 1.477910 1.466214 1.345186 0.642952 0.527336 0.759208 0.463311 0.483466 0.801805 0.668931 0.375677 0.577983 0.595312 0.266790 0.349732 0.520177 0.327030 0.296842 0.546741 0.465699 0.202263 0.414713 0.464972 0.184666 0.311342 0.495469 0.304186 0.237635 0.534434 0.458149 0.109605 0.470800 0.550982 0.154674 0.469462 0.760342 0.414809 0.432356 1.115108 0.944922 0.378655 2.454846 4.348697 5.111986 4.348697 2.454846 0.378655 0.944922 1.115108 0.432356 0.414809 0.760342 0.469462 0.154674 0.550982 0.470800 0.109605 0.458149 0.534434 0.237635 0.304186 0.495469 0.311342 0.184666 0.464972 0.414713 0.202263 0.465699 0.546741 0.296842 0.327030 0.520177 0.349732 0.266790 0.595312 0.577983 0.375677 0.668931 0.801805 0.483466 0.463311 0.759208 0.527336 0.642952 1.345186 1.466214 1.477910 2.513037 3.126232 1.888733 1.626659 6.207671 10.169023
0.100000 11.551827 9.742896 5.306826 1.186250 3.001473 3.389215 2.137001 1.487968 1.663215 1.089875 0.577560 0.878189 0.614072 0.428628 0.810916 0.678062 0.427480 0.699959 0.634653 0.281790 0.489357 0.510842 0.217601 0.457488 0.544612 0.278439 0.407337 0.542911 0.285540 0.294359 0.489549 0.276577 0.272038 0.529537 0.356630 0.235025 0.553400 0.423996 0.153758 0.570483 0.490490 0.138781 0.715775 0.701474 0.103353 1.005144 1.167409 0.042920 2.313867 4.535837 5.456247 4.535837 2.313867 0.042920 1.167409 1.005144 0.103353 0.701474 0.715775 0.138781 0.490490 0.570483 0.153758 0.423996 0.553400 0.235025 0.356630 0.529537 0.272038 0.276577 0.489549 0.294359 0.285540 0.542911 0.407337 0.278439 0.544612 0.457488 0.217601 0.510842 0.489357 0.281790 0.634653 0.699959 0.427480 0.678062 0.810916 0.428628 0.614072 0.878189 0.577560 1.089875 1.663215 1.487968 2.137001 3.389215 3.001473 1.186250 5.306826 9.742896
0.110000 11.096902 9.130713 4.581039 2.178818 3.691258 3.123262 1.534317 1.578313 1.470366 0.694698 0.904717 0.827044 0.358275 0.756046 0.688472 0.400368 0.722473 0.627569 0.313045 0.574891 0.474933 0.227377 0.522184 0.417469 0.258948 0.538576 0.414615 0.233949 0.496510 0.353918 0.208172 0.485945 0.318538 0.254567 0.535502 0.328780 0.274650 0.564846 0.302169 0.327989 0.636838 0.276551 0.489122 0.838894 0.292300 0.798984 1.302667 0.284593 2.142992 4.694411 5.781724 4.694411 2.142992 0.284593 1.302667 0.798984 0.292300 0.838894 0.489122 0.276551 0.636838 0.327989 0.302169 0.564846 0.274650 0.328780 0.535502 0.254567 0.318538 0.485945 0.208172 0.353918 0.496510 0.233949 0.414615 0.538576 0.258948 0.417469 0.522184 0.227377 0.474933 0.574891 0.313045 0.627569 0.722473 0.400368 0.688472 0.756046 0.358275 0.827044 0.904717 0.694698 1.470366 1.578313 1.534317 3.123262 3.691258 2.178818 4.581039 9.130713
