0 0 0 0 0 0 0 0 0 0 0.00012341 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0.00012341 9.92201e-005 0.000294449 9.92201e-005 0.00012341 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0.00012341 9.92201e-005 0.000294449 0.000387879 0.00077135 0.000387879 0.000294449 9.92201e-005 0.00012341 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0.00012341 9.92201e-005 0.000294449 0.000387879 0.00077135 0.0011591 0.00199201 0.0011591 0.00077135 0.000387879 0.000294449 9.92201e-005 0.00012341 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0.00012341 9.92201e-005 0.000294449 0.000387879 0.00077135 0.0011591 0.00199201 0.00304975 0.0048573 0.00304975 0.00199201 0.0011591 0.00077135 0.000387879 0.000294449 9.92201e-005 0.00012341 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 9.92201e-005 0.000294449 0.000387879 0.00077135 0.0011591 0.00199201 0.00304975 0.0048573 0.00729788 0.0110178 0.00729788 0.0048573 0.00304975 0.00199201 0.0011591 0.00077135 0.000387879 0.000294449 9.92201e-005 0.00012341 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0.000288659 0.00064794 0.0011591 0.00199201 0.00304975 0.0048573 0.00729788 0.0110178 0.0160341 0.0231298 0.0160341 0.0110178 0.00729788 0.0048573 0.00304975 0.00199201 0.0011591 0.00077135 0.000387879 0.000294449 9.92201e-005 0.00012341 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0.000771225 0.00169756 0.00295053 0.00473389 0.00729788 0.0110178 0.0160341 0.0231298 0.0324464 0.0448583 0.0324464 0.0231298 0.0160341 0.0110178 0.00729788 0.0048573 0.00304975 0.00199201 0.0011591 0.00077135 0.000387879 0.000294449 9.92201e-005 0.00012341 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0.00189065 0.00408595 0.00691 0.0107233 0.0159349 0.0230064 0.0324464 0.0448583 0.0605409 0.0803175 0.0605409 0.0448583 0.0324464 0.0231298 0.0160341 0.0110178 0.00729788 0.0048573 0.00304975 0.00199201 0.0011591 0.00077135 0.000387879 0.000294449 9.92201e-005 0.00012341 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0.00424812 0.00902575 0.014875 0.0223585 0.0320585 0.0445639 0.0604417 0.0801941 0.104202 0.132726 0.104202 0.0803175 0.0605409 0.0448583 0.0324464 0.0231298 0.0160341 0.0110178 0.00729788 0.0048573 0.00304975 0.00199201 0.0011591 0.00077135 0.000387879 0.000294449 9.92201e-005 0.00012341 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0.00873621 0.0182725 0.0293966 0.0428663 0.0593818 0.0795462 0.103814 0.132431 0.165372 0.202285 0.165472 0.132726 0.104202 0.0803175 0.0605409 0.0448583 0.0324464 0.0231298 0.0160341 0.0110178 0.00729788 0.0048573 0.00304975 0.00199201 0.0011591 0.00077135 0.000387879 0.000294449 9.92201e-005 0.00012341 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0.0164123 0.0338406 0.053243 0.0754602 0.101152 0.130734 0.164312 0.201637 0.242062 0.284548 0.242351 0.202285 0.165472 0.132726 0.104202 0.0803175 0.0605409 0.0448583 0.0324464 0.0231298 0.0160341 0.0110178 0.00729788 0.0048573 0.00304975 0.00199201 0.0011591 0.00077135 0.000387879 0.000294449 9.92201e-005 0.00012341 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0.0280945 0.0571877 0.0881679 0.121708 0.158174 0.197551 0.2394 0.28285 0.326625 0.369121 0.327396 0.284548 0.242351 0.202285 0.165472 0.132726 0.104202 0.0803175 0.0605409 0.0448583 0.0324464 0.0231298 0.0160341 0.0110178 0.00729788 0.0048573 0.00304975 0.00199201 0.0011591 0.00077135 0.000387879 0.000294449 9.92201e-005 0.00012341 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
