1.548999999999999908e-06,9.782590311305577879e-01
1.549004008016032051e-06,9.804819174712894325e-01
1.549008016032063983e-06,9.824154103637658952e-01
1.549012024048096127e-06,9.841046201413016226e-01
1.549016032064128271e-06,9.855865412842670370e-01
1.549020040080160203e-06,9.868916941802815535e-01
1.549024048096192347e-06,9.880454007698958874e-01
1.549028056112224279e-06,9.890687826904414059e-01
1.549032064128256423e-06,9.899795475452733973e-01
1.549036072144288566e-06,9.907926122624495235e-01
1.549040080160320498e-06,9.915206003408536528e-01
1.549044088176352642e-06,9.921742408283285020e-01
1.549048096192384786e-06,9.927626902513945195e-01
1.549052104208416718e-06,9.932937937661598937e-01
1.549056112224448862e-06,9.937742980928951919e-01
1.549060120240480794e-06,9.942100259832732378e-01
1.549064128256512938e-06,9.946060198398029017e-01
1.549068136272545081e-06,9.949666604698464978e-01
1.549072144288577014e-06,9.952957656994881885e-01
1.549076152304609157e-06,9.955966725987241972e-01
1.549080160320641301e-06,9.958723063106353912e-01
1.549084168336673233e-06,9.961252378838535426e-01
1.549088176352705377e-06,9.963577330406773180e-01
1.549092184368737309e-06,9.965717934441495895e-01
1.549096192384769453e-06,9.967691917340900654e-01
1.549100200400801596e-06,9.969515013678853510e-01
1.549104208416833529e-06,9.971201221150745031e-01
1.549108216432865672e-06,9.972763019027724996e-01
1.549112224448897816e-06,9.974211555880198032e-01
1.549116232464929748e-06,9.975556811335934970e-01
1.549120240480961892e-06,9.976807735832705637e-01
1.549124248496993824e-06,9.977972371669998619e-01
1.549128256513025968e-06,9.979057958119323946e-01
1.549132264529058111e-06,9.980071022910876888e-01
1.549136272545090044e-06,9.981017462046207767e-01
1.549140280561122187e-06,9.981902609581412289e-01
1.549144288577154331e-06,9.982731298772685724e-01
1.549148296593186263e-06,9.983507915765228447e-01
1.549152304609218407e-06,9.984236446831074030e-01
1.549156312625250339e-06,9.984920520010670542e-01
1.549160320641282483e-06,9.985563441892534309e-01
1.549164328657314627e-06,9.986168230157939085e-01
1.549168336673346559e-06,9.986737642429528439e-01
1.549172344689378702e-06,9.987274201888126646e-01
1.549176352705410846e-06,9.987780220058489755e-01
1.549180360721442778e-06,9.988257817109593706e-01
1.549184368737474922e-06,9.988708939969479506e-01
1.549188376753506854e-06,9.989135378515311414e-01
1.549192384769538998e-06,9.989538780064618484e-01
1.549196392785571142e-06,9.989920662364800696e-01
1.549200400801603074e-06,9.990282425253654841e-01
1.549204408817635217e-06,9.990625361141307614e-01
1.549208416833667361e-06,9.990950664444997464e-01
1.549212424849699293e-06,9.991259440092898902e-01
1.549216432865731437e-06,9.991552711199030989e-01
1.549220440881763369e-06,9.991831425997740324e-01
1.549224448897795513e-06,9.992096464118083166e-01
1.549228456913827657e-06,9.992348642266569714e-01
1.549232464929859589e-06,9.992588719381032547e-01
1.549236472945891732e-06,9.992817401309589398e-01
1.549240480961923876e-06,9.993035345063130404e-01
1.549244488977955808e-06,9.993243162684788405e-01
1.549248496993987952e-06,9.993441424774527349e-01
1.549252505010019884e-06,9.993630663702419703e-01
1.549256513026052028e-06,9.993811376541920088e-01
1.549260521042084172e-06,9.993984027749424071e-01
1.549264529058116104e-06,9.994149051614903412e-01
1.549268537074148247e-06,9.994306854505157212e-01
1.549272545090180391e-06,9.994457816918975723e-01
1.549276553106212323e-06,9.994602295372024825e-01
1.549280561122244467e-06,9.994740624126853268e-01
1.549284569138276399e-06,9.994873116782128086e-01
1.549288577154308543e-06,9.995000067734004512e-01
1.549292585170340687e-06,9.995121753520727070e-01
1.549296593186372619e-06,9.995238434061232136e-01
1.549300601202404762e-06,9.995350353796416121e-01
1.549304609218436906e-06,9.995457742742320795e-01
1.549308617234468838e-06,9.995560817461951464e-01
1.549312625250500982e-06,9.995659781963405210e-01
1.549316633266532914e-06,9.995754828530019065e-01
1.549320641282565058e-06,9.995846138488524435e-01
1.549324649298597202e-06,9.995933882920143843e-01
1.549328657314629134e-06,9.996018223319509399e-01
1.549332665330661277e-06,9.996099312205533050e-01
1.549336673346693421e-06,9.996177293688135457e-01
