0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0.367879 1.10364 1.47152 
0.0769786 0.230936 0.307915 
0.450314 1.35094 1.80126 
0.162313 0.486938 0.64925 
0.535364 1.60609 2.14145 
0.243437 0.730311 0.973748 
0.608707 1.82612 2.43483 
0.305224 0.915673 1.2209 
0.655565 1.96669 2.62226 
0.334485 1.00345 1.33794 
0.665515 1.99655 2.66206 
0.324535 0.973604 1.29814 
0.636255 1.90876 2.54502 
0.277676 0.833029 1.11071 
0.574467 1.7234 2.29787 
0.204333 0.613 0.817334 
0.493343 1.48003 1.97337 
0.119283 0.35785 0.477134 
0.408009 1.22403 1.63204 
0.0368491 0.110547 0.147397 
-0.0368491 -0.110547 -0.147397 
-0.109812 -0.329435 -0.439247 
-0.180553 -0.541659 -0.722212 
-0.247554 -0.742662 -0.990215 
-0.309264 -0.927792 -1.23706 
-0.364138 -1.09241 -1.45655 
-0.410702 -1.2321 -1.64281 
-0.447653 -1.34296 -1.79061 
-0.473972 -1.42192 -1.89589 
-0.489026 -1.46708 -1.9561 
-0.492658 -1.47798 -1.97063 
-0.485236 -1.45571 -1.94094 
-0.467646 -1.40294 -1.87058 
-0.441243 -1.32373 -1.76497 
-0.407749 -1.22325 -1.631 
-0.369121 -1.10736 -1.47648 
-0.327396 -0.982189 -1.30958 
-0.284548 -0.853644 -1.13819 
-0.242351 -0.727053 -0.969404 
-0.202285 -0.606854 -0.809138 
-0.165472 -0.496415 -0.661886 
-0.132659 -0.397976 -0.530635 
-0.104233 -0.3127 -0.416933 
-0.0802675 -0.240803 -0.32107 
-0.0605813 -0.181744 -0.242325 
-0.0448131 -0.134439 -0.179252 
